PERSON_ID,ES_JEFE,JEFE_OCUPACION,VIVIENDA_TENENCIA,VIVIENDA_TIPO,NRO_PROPIEDADES,INGRESOS,EGRESOS,NRO_VEHICULOS,AVALUO_VEHICULOS,NUMINTEGRANTES,NUMESTUDIANTRES,CLASE
105637714,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],0,0,5,[3-9],clase3
105638282,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,VILLA,[2-8],(82.5-169.5],(799.5-inf),1,19500,4,[3-9],clase4
105640312,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105640551,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(301-451],0,0,[6-15],[3-9],clase2
105640577,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(301-451],1,1711,[6-15],1,clase3
105640650,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(301-451],1,1500,4,2,clase3
105641294,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(799.5-inf),[2-4],15000,[6-15],2,clase4
105641914,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(-inf-0.5],(-inf-301],0,0,4,[3-9],clase2
105643423,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],0,0,5,1,clase2
105643589,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(82.5-169.5],(-inf-301],0,0,4,1,clase1
105643746,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,3,0,clase2
105644231,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(799.5-inf),0,0,3,0,clase2
105645451,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(82.5-169.5],(-inf-301],0,0,3,0,clase1
105645766,FALSE,EMPLEADO,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],0,0,4,0,clase2
105646905,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,4,2,clase2
105650014,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(-inf-301],0,0,[0-2],0,clase1
105651228,FALSE,PROFESIONALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,3,1,clase2
105653299,FALSE,EMPLEADO,ARRENDADA,CASA,0,(309.5-inf),(301-451],1,1000,4,1,clase2
105654107,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,2000,[6-15],1,clase4
105654933,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(0.5-82.5],(-inf-301],0,0,[0-2],0,clase1
105654990,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(82.5-169.5],(451-799.5],0,0,5,1,clase1
105659213,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],0,0,4,0,clase2
105660583,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(-inf-301],1,5000,[6-15],0,clase3
105661250,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(799.5-inf),[2-4],32000,5,2,clase3
105661326,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(-inf-301],0,0,5,2,clase2
105661425,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(301-451],0,0,[0-2],0,clase1
105661789,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(-inf-301],0,0,5,[3-9],clase1
105662076,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),1,13000,4,1,clase4
105662126,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105662142,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,3000,[6-15],[3-9],clase4
105662159,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(309.5-inf),(799.5-inf),0,0,[0-2],0,clase1
105662183,FALSE,EMPLEADO,ARRENDADA,CASA,0,(169.5-309.5],(301-451],0,0,5,[3-9],clase2
105662951,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,4,2,clase2
105663264,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(799.5-inf),1,1000,4,2,clase4
105663298,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,[0-2],0,clase2
105663330,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,12000,[6-15],2,clase4
105664122,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(451-799.5],1,7000,[0-2],0,clase4
105664320,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,DEPARTAMENTO,0,(-inf-0.5],(-inf-301],0,0,[6-15],2,clase1
105664395,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(-inf-301],0,0,4,1,clase2
105664460,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],0,0,3,0,clase2
105665277,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(301-451],1,4000,4,2,clase2
105666689,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],0,0,5,[3-9],clase2
105666770,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(799.5-inf),0,0,5,2,clase2
105666887,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(301-451],0,0,4,0,clase2
105666994,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(0.5-82.5],(-inf-301],0,0,3,2,clase1
105667364,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,3,2,clase2
105667430,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(-inf-0.5],(-inf-301],1,10000,[6-15],0,clase4
105667604,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105667745,FALSE,PROFESIONALES,ARRENDADA,CASA,0,(169.5-309.5],(451-799.5],1,8000,4,0,clase4
105667760,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(309.5-inf),(451-799.5],1,11000,4,1,clase4
105667778,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(799.5-inf),[2-4],10000,5,[3-9],clase3
105667802,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,4,[3-9],clase2
105667844,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(169.5-309.5],(301-451],0,0,4,0,clase2
105667950,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(-inf-0.5],(-inf-301],0,0,4,2,clase2
105669121,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(169.5-309.5],(451-799.5],0,0,[0-2],0,clase1
105669345,FALSE,EMPLEADO,CEDIDA,MEDIA AGUA,0,(0.5-82.5],(301-451],0,0,4,0,clase2
105669378,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(0.5-82.5],(-inf-301],1,1000,5,[3-9],clase3
105669386,FALSE,EMPLEADO,ARRENDADA,CUARTO,0,(169.5-309.5],(301-451],0,0,3,0,clase2
105669410,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,CUARTO,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105669451,FALSE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(0.5-82.5],(799.5-inf),1,1200,4,2,clase2
105669469,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],0,0,5,1,clase3
105669477,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],0,0,3,1,clase2
105669501,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(451-799.5],0,0,3,0,clase2
105669576,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(451-799.5],1,5000,4,0,clase3
105670145,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105670251,FALSE,SERVICIO,ARRENDADA,CASA,0,(309.5-inf),(799.5-inf),1,2000,5,0,clase3
105670277,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(799.5-inf),1,10000,[6-15],2,clase4
105670293,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,14100,5,1,clase4
105670327,FALSE,OCCUPACIONES ELEMENTALES,PROPIA CON HIPOTECA,MEDIA AGUA,0,(309.5-inf),(451-799.5],0,0,4,1,clase2
105670350,FALSE,SERVICIO,PROPIA SIN HIPOTECA,VILLA,0,(0.5-82.5],(-inf-301],0,0,[0-2],0,clase2
105670368,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,10000,4,1,clase4
105670863,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,3,0,clase1
105670947,FALSE,SERVICIO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,3,1,clase2
105671374,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(309.5-inf),(451-799.5],1,3000,5,[3-9],clase3
105671796,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(451-799.5],0,0,[6-15],[3-9],clase2
105671994,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),0,0,4,2,clase4
105672059,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,[6-15],0,clase1
105672067,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,[2-8],(169.5-309.5],(799.5-inf),0,0,4,1,clase2
105672182,FALSE,SERVICIO,ARRENDADA,MEDIA AGUA,0,(0.5-82.5],(301-451],0,0,3,0,clase2
105672554,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(309.5-inf),(451-799.5],1,5000,5,0,clase3
105672570,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),0,0,3,0,clase2
105672596,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(799.5-inf),1,2300,3,0,clase4
105672869,FALSE,SERVICIO,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(82.5-169.5],(301-451],1,5000,[6-15],1,clase3
105673164,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],1,15000,[6-15],2,clase3
105674113,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,4000,[6-15],1,clase4
105674139,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(799.5-inf),[2-4],30000,5,2,clase4
105674428,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,VILLA,0,(309.5-inf),(799.5-inf),1,8000,[6-15],0,clase4
105675011,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],0,0,[0-2],0,clase2
105675029,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,VILLA,0,(309.5-inf),(799.5-inf),1,10000,5,0,clase4
105675227,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],0,0,4,2,clase2
105675375,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(-inf-301],0,0,4,0,clase2
105675565,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(82.5-169.5],(799.5-inf),0,0,[6-15],[3-9],clase2
105675722,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,8000,4,0,clase4
105675888,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,5000,[6-15],0,clase4
105676159,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(799.5-inf),1,6500,5,0,clase4
105676571,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],1,1200,5,2,clase2
105677439,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(451-799.5],0,0,4,1,clase2
105677470,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],1,10000,4,0,clase2
105677587,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],0,0,[6-15],2,clase3
105678353,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],0,0,5,0,clase2
105679245,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(-inf-0.5],(301-451],1,10000,[6-15],[3-9],clase4
105679526,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,3,0,clase2
105679583,TRUE,EMPLEADO,ARRENDADA,MEDIA AGUA,0,(169.5-309.5],(301-451],0,0,3,1,clase1
105679757,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(451-799.5],1,14000,3,2,clase3
105679781,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105679849,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,5,1,clase2
105679930,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),1,13000,[6-15],[3-9],clase3
105679963,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,5,1,clase2
105680235,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],1,923,3,0,clase3
105680482,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(-inf-0.5],(301-451],0,0,3,0,clase2
105680714,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(799.5-inf),1,1000,4,0,clase4
105680789,FALSE,EMPLEADO,PROPIA CON HIPOTECA,VILLA,[2-8],(309.5-inf),(451-799.5],1,4500,4,0,clase4
105680839,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(0.5-82.5],(-inf-301],0,0,3,0,clase1
105680862,FALSE,OCCUPACIONES ELEMENTALES,PROPIA CON HIPOTECA,CASA,0,(169.5-309.5],(451-799.5],0,0,5,0,clase2
105680870,FALSE,EMPLEADO,ARRENDADA,CASA,0,(309.5-inf),(799.5-inf),1,7500,5,1,clase4
105680912,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(451-799.5],0,0,3,0,clase2
105680946,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,4,1,clase2
105681050,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(0.5-82.5],(-inf-301],0,0,4,0,clase2
105681068,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],1,8000,5,2,clase3
105681704,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],1,3500,5,1,clase3
105681712,FALSE,EMPLEADO,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],0,0,5,2,clase3
105681746,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,VILLA,0,(309.5-inf),(799.5-inf),[2-4],20500,4,0,clase4
105681829,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(0.5-82.5],(799.5-inf),[2-4],20000,[6-15],[3-9],clase2
105681878,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],0,0,4,1,clase2
105681886,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(309.5-inf),(451-799.5],0,0,[6-15],[3-9],clase1
105681928,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],1,15000,5,1,clase3
105681944,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,[2-8],(169.5-309.5],(799.5-inf),1,1500,5,0,clase4
105682082,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(451-799.5],1,5500,4,0,clase4
105682116,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(451-799.5],0,0,4,0,clase2
105682728,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(-inf-301],0,0,[0-2],0,clase2
105682884,FALSE,SERVICIO,PROPIA SIN HIPOTECA,DEPARTAMENTO,0,(169.5-309.5],(799.5-inf),1,8000,5,[3-9],clase3
105682991,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(0.5-82.5],(301-451],1,1000,3,0,clase2
105683304,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105683338,FALSE,SERVICIO,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,3500,4,1,clase4
105683346,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105683403,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(82.5-169.5],(301-451],0,0,4,2,clase2
105683411,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105683445,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(799.5-inf),1,6350,4,0,clase2
105683486,FALSE,SERVICIO,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105683494,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),[2-4],20000,5,1,clase4
105683726,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105683890,FALSE,SERVICIO,CEDIDA,DEPARTAMENTO,[2-8],(-inf-0.5],(451-799.5],0,0,4,1,clase2
105683981,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(451-799.5],1,1600,5,1,clase3
105684344,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(82.5-169.5],(-inf-301],0,0,3,0,clase1
105684666,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,VILLA,0,(-inf-0.5],(301-451],[2-4],1000,3,1,clase2
105685127,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,VILLA,0,(82.5-169.5],(451-799.5],0,0,3,0,clase2
105685747,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(451-799.5],0,0,5,[3-9],clase2
105685754,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],0,0,5,2,clase2
105685762,FALSE,PROFESIONALES,ARRENDADA,CASA,0,(309.5-inf),(799.5-inf),0,0,4,0,clase4
105685804,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,[0-2],0,clase2
105685895,FALSE,SERVICIO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(799.5-inf),1,500,5,1,clase3
105686034,FALSE,SERVICIO,PROPIA CON HIPOTECA,DEPARTAMENTO,0,(309.5-inf),(799.5-inf),1,5000,4,0,clase4
105686257,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,5,2,clase1
105686653,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,5,0,clase1
105686729,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(301-451],0,0,[6-15],2,clase2
105686737,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CUARTO,0,(0.5-82.5],(-inf-301],0,0,[0-2],0,clase1
105686869,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(451-799.5],0,0,3,0,clase2
105686901,FALSE,SERVICIO,CEDIDA,CASA,0,(-inf-0.5],(301-451],0,0,[6-15],[3-9],clase2
105687149,FALSE,SERVICIO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,5,2,clase2
105687248,FALSE,EMPLEADO,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,10000,5,0,clase4
105687420,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(82.5-169.5],(-inf-301],0,0,[0-2],0,clase1
105687479,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105687677,FALSE,EMPLEADO,CEDIDA,CUARTO,[2-8],(-inf-0.5],(-inf-301],0,0,3,0,clase1
105687925,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(82.5-169.5],(799.5-inf),0,0,3,1,clase2
105688055,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,[0-2],0,clase2
105688113,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(-inf-301],0,0,4,[3-9],clase1
105688246,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,VILLA,[2-8],(82.5-169.5],(799.5-inf),0,0,[0-2],0,clase4
105688253,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),[2-4],2500,3,0,clase4
105688345,FALSE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(-inf-0.5],(451-799.5],0,0,3,0,clase2
105688386,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(169.5-309.5],(451-799.5],0,0,4,0,clase2
105688535,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,DEPARTAMENTO,0,(309.5-inf),(451-799.5],0,0,5,2,clase1
105688550,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(309.5-inf),(301-451],0,0,5,0,clase2
105688816,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(82.5-169.5],(-inf-301],0,0,[0-2],0,clase2
105688931,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),[2-4],25000,5,0,clase4
105688949,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105688980,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,25000,4,0,clase4
105689046,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105689061,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),1,9000,[6-15],2,clase3
105689194,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),0,0,5,2,clase4
105689350,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,1000,[6-15],1,clase4
105689566,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],[2-4],4500,5,[3-9],clase2
105689582,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),1,5000,5,0,clase3
105689624,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,3,2,clase1
105690770,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(-inf-301],0,0,[0-2],0,clase1
105690788,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105692628,FALSE,SERVICIO,ARRENDADA,DEPARTAMENTO,[2-8],(169.5-309.5],(451-799.5],0,0,5,1,clase3
105692651,FALSE,SERVICIO,ARRENDADA,DEPARTAMENTO,[2-8],(169.5-309.5],(451-799.5],0,0,5,1,clase3
105693279,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,4,1,clase2
105693428,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,[0-2],1,clase1
105693592,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(-inf-301],[2-4],3579,3,0,clase3
105694350,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(-inf-301],0,0,5,2,clase3
